Event Date,Physical Injury Incurred? Level of Care,Type of Person Affected,Occupational category of Person Impacted,Type of Violence,Primary Assault Description ,Immediate Actions (Reported),Contributing Factors (Reported),Nature of Injury,Location of Injury on Body,Emotional and/or Psychological Impact,Assault Description,Care/Service Area,Department,OSHA Recordable?,Law Enforcement Contacted,Charges Pressed
11/3/2024,Yes,,RESOURCE TECHNICIAN,Abuse/Assault (Physical),Biting,Physical Restraints utilized; Reported to department leader,Action by Patient/Resident; Heavy Workload; Interference by Patient/Resident; Staff - Inadequate System for Covering Patient Care; Staff - Insufficient Staff; Staff - Scheduling Issues,Bite - Human,left upper arm?,  ,"Staff was bitten by a patient who has history of MRSA and constant strep throat to the point of having her tonsils removed this coming week.?
Informed E.D charge nurse and E.D nurse manager of bite source patient history, but E.D P.A  refused to prescribe antibiotics. Instead told the staff they could not return to work today because ""the muscle is bleeding hence the swelling and I don't want it to get hit again today"". PA tried to tell staff not to return to work for a week, staff advocated against this and agreed to only leave for today.?
Staff is severely distressed about not getting antibiotics due to patient infection issues.?",Patient Unit - Psych/Behavioral Health,Katahdin 2 South,,Unknown,
11/2/2024,Yes,,PSYCHIATRIC TECHNICIAN I,Abuse/Assault (Physical),Kicking/Hitting/Beating,Seclusion of Patient,Action by Patient/Resident,Bruise/Contusion,Left knee?,  ,During an escort restraint pt kicked my left knee.,Patient Unit - Psych/Behavioral Health,Katahdin 2 South,,Yes,
11/28/2024,Yes,,PSYCHIATRIC TECHNICIAN I,Abuse/Assault (Physical),Kicking/Hitting/Beating,Treatment Provided,Action by Patient/Resident,Head Injury,Chin and back of head. Concussion,  ,Put patient in child hold. As moving towards wall and going to floor patient head butted me in chin causing my head to slam into the wall. Giving me a concussion.,Patient Unit - Psych/Behavioral Health,Katahdin 2 South,,Yes,
11/30/2024,Yes,,RESOURCE TECHNICIAN,Abuse/Assault (Physical),Kicking/Hitting/Beating,Treatment Provided,Action by Patient/Resident,Bruise/Contusion,see above,  ,"K1S patient was highly combative during a restraint, staff member fell during it. Reports vomiting several times due to pain and went to E.D. Hip contusion and tailbone bruise. Per doctor is not to come to work 12/1/24, after that depends how he is feeling. Ice, rest, and range of motion prescribed.",Patient Unit - Psych/Behavioral Health,Katahdin 1 South,,Yes,
11/12/2024,No,Employee,Nursing Assistant,Abuse/Assault (Physical),Kicking/Hitting/Beating,De-escalation techniques,Action by Patient/Resident,  ,,  ,when going to check on pt  he became irate when we woke him up to check him and make sure he was ok during rounds and he grabbed the rail and pulled himself over and said check me check me.  the nurse noticed the pt had a bm on the incontinence pad under him she took out the pillows and sheet away from the area so they didn't get soiled to which he immediately got angry and grabbed a pillow from below his feet and shoved between his knees and started shoving it back further I asked him not to do that I grabbed the pillow so he couldn't move it back further? explaining to him that there was a bunch of poop back there and we just don't want anything else soiled and he grabbed my arm and pulled me down and started punching me in the right arm I pulled away from him after the 3rd punch and left the room leaving Nurse to finish cleaning him up.?,Patient Unit - Medical/Surgical,Other/Unknown,  ,,
11/4/2024,No,Employee,  ,Stalking,  ,Unknown,Patient - Lack of Compliance/Adherence; Patient - To Be Determined,  ,,  ,"Copied from Feedback?38721

I was notified by NP of the following: ""So Friday afternoon, I got a phone call at first it was someone who thought they had the wrong number, I was driving didn't think anything of it. Then they sent a text asking if I was ""NP"", I said it was. I got 4 back to back texts, it was a patient I saw at Inland, when I did not respond in the 30 seconds after, she called me. I asked her how she got my number as it is my personal cell phone. She said she found it on the internet. I told her she needed to call the office and go through the proper channels as this is inappropriate, she continued complaining of her abdominal pain. I told her I am driving, out of the office, and not near a laptop so I cannot help her. She then told me she had my Manchester address, just wanted me to be aware she said. I told her she needs to call the office. She got mad at me, told me to go back to driving and hung up""

NPs Manchester address is his home address. He further stated that this same patient reached out to him last year via LinkedIn and he told her at that time that it was an inappropriate method of contacting him.

I discussed this with Melissa Audet and she discovered that Steve's personal information is on several non-NLH listed as his work contact information. We made Steve aware of this and he has taken steps to have this information removed where he was able to.  

Steve has asked that this patient be discharged from his practice due to her inappropriate behavior.",Outpt Practice - Specialties,General Surgery Clinic,  ,,
11/12/2024,Yes,Employee,Clinical Assistant,Abuse/Assault (Verbal),Harassment,Reported to department leader,Action by Patient/Resident; Patient - Lack of Understanding,Emotional Distress,Patient caused me to feel intimidated and unsafe.?,  ,"Patient was transferred to clinical to discuss his complaint about not receiving his diabetic supplies. Pt was yelling at me stating that we never take care of his prescription for his diabetic supplies, and we never fax the order for his supplies to his pharmacy. Patient continued to yell at me and stated he has to do our job for us, and when I asked him to calm down and lower his voice he stated, ""I cannot because it is a physiological problem"". I asked pt if he wanted to speak to a manager, he declined. He continued to get louder and more aggressive and stated that he was dying because his doctor's office was not taking care of him. I tried to reassure patient that we have faxed his order for his diabetic supplies, and he told me I was lying because he just got off the phone with them and they did not have the order. Pt continued to yell and started talking about being upset that white was not an option (talking about tonic) and he was not a racist but wanted to be able to choose white. Patient continued to yell and rant belligerently, and so I hung up the phone.??",Outpt Practice - Primary Care & Walk-in,Primary Care - EW Dixon,No,,
11/4/2024,No,Employee,  ,Abuse/Assault (verbal),  ,No Action,Altered Mental Status,  ,,  ,"Patient presented to the ED with a fall. When asked information for registration, patient became belligerent and began referring to the reg rep with racial and ethnic slurs. Patient refused to be waited on by another reg rep, and continued with profanity based on race to the primary reg rep.

After completion of the registration, patient sat waiting for clinical staff. When the reg rep went to wait on another patient (putting an admission bracelet) she continued on calling out the reg rep in the waiting room Infront of other patients and family.",Emergency Department,Emergency Department,  ,,
11/6/2024,Unknown,Employee,  ,Disorderly Person,  ,De-escalation techniques,Altered Mental Status; Patient - Lack of Compliance/Adherence,  ,,  ,"I WAS SITTING IN MY OFFICE IN THE FRONT OFFICE AREA WHEN I HEARD YELLING COMING FROM THE WAITING ROOM. I WENT OUT TO FIND A PATIENT YELLING AT A THERAPIST WITH SEVERAL OTHER PATIENTS IN THE WAITING ROOM.
I WENT TO THE UPSET PATIENT AND INTRODUCED MYSELF AND ASKED IF HE WOULD LIKE TO SIT AND TALK WITH ME IN OUR CONFERENCE ROOM FOR MORE PRIVACY. HE SAID YES AND WE WENT INTO THE CONFERENCE ROOM BUT I DID LEAVE THE DOOR OPEN FOR SAFETY REASON AS HE WAS VISIBLY UPSET.
AFTER LISTENING TO THE PATIENT, I WAS ABLE TO OFFER SEVERAL CHOICES FOR WHAT HE COULD DO GOING FORWARD, HE CHOSE ONE AND WAS ABLE TO SETTLE DOWN AND WAS THEN TEARY EYED AND APOLOGETIC. PATIENT STATED THAT HE HAD A LOT GOING ON AND KNEW THAT HE WAS HAVING ISSUES MENTALLY AND WAS SEEKING HELP. I OFFERED TO CALL OUR PATIENT ADVOCATE FOR HIM BUT HE TOLD ME THAT HE HAD ALREADY REACHED OUT TO SOMEONE AND WAS LOOKING TO MEET WITH THEM SOON. ASSISTED PATIENT IN HOW TO FILL OUT A MEDICAL RELEASE FORM SO THAT HE COULD OBTAIN HIS RECORDS IF HE DECIDED TO GO TO A DIFFERENT CLINIC. HE WANTED TO THINK ABOUT HIS OPTIONS SOME MORE AND STATED HE WOULD REACH OUT TO US. HE DID CALL BACK AFTER I LEFT WORK AND SPOKE WITH KB ON THE PHONE.",Therapies (PT/OT/Speech),Physical Therapy - Westgate,  ,,
11/13/2024,Yes,Employee,  ,Threat of Violence,  ,No Action; Reported to department leader,Action by Patient/Resident,Emotional Distress,"Emotional Distress

",  ,"Went out to grab patient from the waiting room, opened the door and called the pt by his first name. Dad stood up, picked his child up, i let him know what room we were going to be in today. He started walking to the door i was holding open for him, when he got closer to me he came and walked up to me and in my personal space/bubble (about 6 inches between him and I) looked me in the eyes and held contact as he walked past me and said ""hello, how are you"" in a forceful/hostile tone. I ignored the whole interaction hoping this would change once we got into the room. I introduced myself and started with my intake, his tone and demeanor did not change throughout my intake.?",Outpt Practice - Pediatrics,Primary Care - Pediatric,  ,,
11/11/2024,Yes,Employee,RESPIRATORY THERAPIST I- RRT,Abuse/Assault (Physical),Grabbing/Pinching/Scratching/Hair Pull,De-escalation techniques,Action by Patient/Resident; Altered Mental Status; Patient - Lack of Compliance/Adherence; Patient - Lack of Understanding,Bruise/Contusion; Soft Tissue Injury; Swelling,"left hand was crushed as patient wouldn't let go, entire hand sore but index finger is extremely painful, swollen, and cannot bend after ibuprofen and ice.?",  ,"Treating pt with increasing oxygen requirement, AMS. Pt began grabbing at son and staff and grabbed ahold of my left hand crushing it. It took assistance from staff to free my hand. I took ibuprofen and applied ice but unable to bend my index finger.",Patient Unit - Intensive/Critical Care,Intensive Care Unit,No,,
