Event Date,Facility Type,Department/Office Incident Took Place,Occupational Category of Person Affected,Aggressor,Type of Violence,Primary Contributing Factors,Severity of Assault,Primary Assault Description,Assault Description,Emotional and/ or Psychological Impact,Level of Care Needed,Response Action Taken,Split Roles,General Role,General Violence_Category,General Location,General Advanced Location,General Severity Category,General Severity Numerical,General Emotional Numerical
12/29/2024,Med/Surg/Inpatient,Patient Unit - Cardiac Tele/Intermediate Care,Staff Nurse,,Abuse/Assault (Physical),Action by Patient/Resident; Altered Mental Status; Patient - Lack of Compliance/Adherence; Patient - Lack of Understanding,,Kicking/Hitting/Beating; Pushing/Shoving,"1715:  This RN entered patient room for medication administration.  Patient was dozing up in the recliner with wife next to him.  This RN gentle woke patient up by calling his name and gently rubbing his shoulder when he didn't respond to his name being called.  Patient awoke, acknowledged this RN, and this RN informed patient that medications were due.  Patient started to get up out of chair, and this RN told patient that I would bring medications to him. Patient did not acknowledge this statement and continued to try to get up.  This RN asked patient if he needed to use the restroom.  Patient again, did not reply.  This RN encouraged patient to verbalize what his needs were so we could assist him.  Patient pushed out of chair, very unsteady on his feet.  This RN offered an arm to help steady patient.  Patient verbalized, ""get out of my fucking face.""  

At this time, this RN requested that  CNA, get the charge nurse.  This RN told the patient that if he could sit back down in the chair or on the bed.  Patient pushed forward unsteadily away from the bathroom and chair.  Patient again stated to get out of face, and moved towards the closet.  This RN continued to provide support to patient in an effort to prevent patient from falling.  This RN continued to attempt to verbally redirect patient to the bed or chair.  Patient's wife also tried to verbally redirect patient back to bed.  Patient increasingly agitated, pulling open the closet door and stating, ""Open this fucking door!""  Patient then started pulling at hooks in closet.  This RN attempted to block patient from climbing into the closet with her arm.  At this time, patient attempted to hit this RN.  This RN was able to block this attempted hit, and patient stated, ""Get the fuck away from me."" Patient then threw his shoes at this RN, and successfully kicked my right shin.  Patient then began punching the back of the closet.  When verbally redirected, patient struck this RN in the stomach with his fist.  When told that he could not physically hit staff, patient successfully struck this RN in the chest with his elbow. Charge nurse entered the room and strongline alert was activated. 

1720:  Security entered room and physically assisted patient back to bed when non-compliant with verbal direction.  Restraint physical restraint initation.  Charge Nurse paged provider for orders for physical restraint and IM Olanzapine (1721). Olanzapine administered. 

1735: Physical restraint discontinued.  Patient continued verbal aggression, repeatedly telling staff to ""get the fuck out of his house."" Patient redirected and reoriented to location, time, and situation.   Patient continued to try to get up and out of bed, extremely agitated, until 1800.  

1800:  Patient more sleepy, more easily redirectable. Still stating, ""get out of my house,"" multiple times, but drifting in and out of sleep. 

1815:  Patient calm, following directs, and agreeable to vital signs being obtained.

1820:  This RN left the room to counsel patient's wife, who was crying and visibly upset at the nurses' station.  Patient's wife educated on delirium and provided with emotional support.  Wife requested to go back to the room now that patient was calm.  Patient appeared comfortable, resting with eye closed, even, and unlabored breathing.  

1900:  Patient remains calm, comfortable, and compliant. ",,,Chemical Restraint/Medication administered; De-escalation techniques; EAP - Offered/Employee Assistance Program Information Provided; Emergency Call/Code; Reported to department leader; Safety Alert Button Activated; Treatment Provided,Staff Nurse,Nurse,Physical Violence,Med/Surg/Inpatient,Clinical Unit,Unknown,,
12/11/2024,Med/Surg/Inpatient,Cardiac/Vascular Procedures & Diagnostics,Staff Nurse,,Threat of Violence,Action by Patient/Resident,,  ,"This RN was placing PIVs in pt for a right and left heart catheterization. First attempt at right PIV, the vein rolled, the second attempt the PIV was in, but was up against a valve and was unable to advance catheter. I told pt that I would go to the left side and then I would revisit the right after. I was able to get PIV in the left arm without issue on first attempt. When I went back to the right side, pt stated, "" You better get it this time or I will hurt you"" I spoke up and said, "" You will not hurt me"" Pt said, "" well I can't make any promises""? I replied to him, "" you do understand that is a felony"" Pt then stated, "" Well I can't help it if it's accidental"". RN then left the room to get a male RN to come in and do the IV. Pt did not say a word, put his hat over his eyes. Reported to Charge RN.?",,,Other,Staff Nurse,Nurse,Threat,Med/Surg/Inpatient,Clinical Unit,Unknown,,
12/17/2024,ED,Emergency Department,CERTIFIED NURSING ASSIST II,,Abuse/Assault (Physical),Altered Mental Status,,  ,"Patient has Dementia, came in for a fall. Was trying to help nurse with putting in IV and he got aggressive stating we were trying to kill him. He was very confused due to his mental health state.??",,,Reported to department leader,CERTIFIED NURSING ASSIST II,Nursing Assistant,Physical Violence,ED/ER,Clinical Unit,Unknown,,
12/6/2024,Other,Surgery & Peri-Op Services,LOGISTIC TRANSPORT SPECIALIST,,Abuse/Assault (Verbal),Action by Patient/Resident,,  ,"I went up to Endo to bring a patient back up to room 428 and when doing so the patient was very rude. Starting when I went in her room to get name and date of birth while waiting for the nurse to come unhook her from their machines. She started trying to unhook herself so I told it would be best to wait for the nurse and that she would be right in. The patient then got mad saying 'What are you here for if you're not transporting me"" I explained that I was trying to get us ready to go to back to her room before the nurse came. Once the nurse unhooked her we started back to her room. When getting on the elevator someone was getting off with a house keeping cart so as I was trying to watch for them and get on the elevator when doing so I hit the corner of the stretcher on the wall making the patient upset and having her say ""What are you new?"" I replied saying ""No not really. It can just be kind of hard getting on the elevator sometimes."" Once we made it to her floor and outside her room there was a CNA outside so I asked if they were her CNA they told me no but they would call someone for me. The patient was getting more upset waiting the couple minutes this took and started yelling at the two CNA saying ""Can I get out of bed now or what."" They told her they understood wanting to get in bed but she needed to be patient with us. This made her more upset with her saying ""Don't tell me what to do or feel."" At this point the CNA took over and told me I was good to walk away.",,,No Action,LOGISTIC TRANSPORT SPECIALIST,Other,Verbal Abuse,ED/ER,Clinical Unit,Unknown,,
12/14/2024,ED,Provider Professional Services,PHYSICIAN- HOSPITAL MEDICINE,,Abuse/Assault (Physical),Action by Patient/Resident; Confused/Disoriented,,  ,"Dr. entered room and the patient appeared to be resting, but not asleep. Dr. touched the patient??s shoulder and attempted to get the patient??s attention. This startled the patient who very quickly woke up, yelled ??I??m gonna kill you?? and proceeded to attempt to hit our provider. Dr.? was able to take a step back and put his hand up to prevent receiving a strike from the patient. The patient??s arm did end up hitting Dr.??s hand. 

I notified security of this, and they indicated they were previously made aware. I will also enter an RL on behalf of Dr. We did discuss EAP, charges, and other options available to him, he declined them all. I then rounded with the charge nurse on G6 to assess if this is new behavior or not for the patient. Per the charge nurse the patient is apologetic and was taken by surprise. 

Dr. has opted to not be the primary provider for this patient, but the formal hand off will not occur until tomorrow morning. 
",,,EAP Offered; Other,PHYSICIAN- HOSPITAL MEDICINE,Physician/APP,Physical Violence,ED/ER,Clinical Unit,Unknown,,
12/31/2024,Med/Surg/Inpatient,Patient Unit - Medical/Surgical,Nursing Assistant,,Abuse/Assault (Verbal),Altered Mental Status,,  ,"Patient from grant 5 was trying to elope as I was leaving the unit it. I tried redirecting her back to the unit. She reached the elevators, and I stayed with her so I could notify the unit where she was heading. When the elevator doors opened, she pushed me into the open doorway and proceeded to get onto the elevator. I pressed my strong line alert button. The elevator doors closed on us, but we did not leave the floor. The doors opened back up and I accompanied the patient as she made her way to CCU. As we got to the entrance of CCU I heart security behind us, and I alerted them that I was the one who hit my strong line button. Security took over from that point and I walked back to the unit to make them aware of the situation",,,Safety Alert Button Activated,Nursing Assistant,Nursing Assistant,Verbal Abuse,Med/Surg/Inpatient,Clinical Unit,Unknown,,
12/30/2024,ED,Patient Unit - Medical/Surgical,Registered Nurse,,Abuse/Assault (Physical),Action by Patient/Resident; Altered Mental Status,Severe,  ,"CNA , was hit her abdomen by patient using walker. Staff was sent to ED for further assessment and evaluation",,ED,De-escalation techniques; EAP - Offered/Employee Assistance Program Information Provided; Treatment Provided,Registered Nurse,Nurse,Physical Violence,ED/ER,Clinical Unit,Severe,3.0,
12/12/2024,Med/Surg/Inpatient,Patient Unit - Medical/Surgical,Staff Nurse,,Abuse/Assault (Physical),Action by Patient/Resident; Altered Mental Status,,  ,Went into patient room to help another nurse get out of a hold the patient had on her. The patient was trying to kick and bite my fellow coworker as she had a grip on her wrist and arms holding them. I got her to release her by talking her down. After my coworker was able to leave the room I was left with the patient in 17B and she got combative again. She started calling me names and started to grab and tried to bite me. As I was dodging her and trying to keep her safe in her bed. Picked her leg up and kicked me in the stomach.?,,,De-escalation techniques,Staff Nurse,Nurse,Physical Violence,Med/Surg/Inpatient,Clinical Unit,Unknown,,
12/15/2024,ED,Patient Unit - Medical/Surgical,CERTIFIED NURSING ASSISTANT I,,Abuse/Assault (Physical),Action by Patient/Resident; Altered Mental Status,,  ,Employee was sitting 1:1 in room 388. Patient was confused asking for her son- stating the hospital was keeping him from her and that she wanted to die. She was throwing her legs over the side railing even though she cannot walk. Employee went over to redirect the patient. She tried to kick the employee but missed she did scratch the employees right wrist which did bleed. Employee again redirected patient. Patient screaming. Employee was combative throughout the shift and had to be physically held and given medication to help with confusion and impulsiveness Charge nurse came in and gave the employee a break and that is when she reported the assault. Employee cleaned her wrist with soap and water. Assault reported to security. No lost time from work and denied need for medical treatment.?,,,De-escalation techniques; Treatment Provided,CERTIFIED NURSING ASSISTANT I,Nursing Assistant,Physical Violence,ED/ER,Clinical Unit,Unknown,,
12/20/2024,ED,Patient Unit - Medical/Surgical,CERTIFIED NURSING ASSIST II,,Abuse/Assault (Physical),Altered Mental Status; Patient - Lack of Compliance/Adherence; Patient - Lack of Understanding,Mild,  ,"? Pt, assault on staff. While trying to clean Pt. after pt was incontinent of bowels. pt. became physically aggressive towards staff pt. started yelling, hitting, kicking, and scratching both staff so called for assistance from 3 other staff members.? it took 3 staff to keep pt. on his side while the other 2 staff cleaned the stool off pt., changed sheet and chuck. staff continued to try and talk and calm pt. during care.
? ?Charge and I had to clean the scratches and tech applied bacitracin to open area on right forearm and covered.??",,Urgent Care,De-escalation techniques; Reported to department leader,CERTIFIED NURSING ASSIST II,Nursing Assistant,Physical Violence,ED/ER,Clinical Unit,Mild,1.0,
12/20/2024,Med/Surg/Inpatient,Patient Unit - Medical/Surgical,Staff Nurse,,Abuse/Assault (Physical),Altered Mental Status; Patient - Lack of Compliance/Adherence; Patient - Lack of Understanding,Mild,  ,"Assault was from pt to staff. Pt incontinent a large amount of stool, while trying to clean him pt up, pt started hitting, kicking, yelling and scratched another employee and myself. It took 3 people to keep him on his side and 2 others for cleaning pt and putting on a clean sheet. Stool was down his legs and on the bedding.?
Scratches needed to be cleaned on both of us, and bacitracin applied to the techs open area.?",,Urgent Care,De-escalation techniques; Reported to department leader,Staff Nurse,Nurse,Physical Violence,Med/Surg/Inpatient,Clinical Unit,Mild,1.0,
12/31/2024,Other,Cardiac/Vascular Procedures & Diagnostics,PATIENT EXPERIENCE AIDE,,Abuse/Assault (Physical),Altered Mental Status,Severe,Kicking/Hitting/Beating; Pushing/Shoving,"PT was getting up from bed to leave. PEA got next to the PT to assist him in standing but remind him to get back into bed. PT stuck PEA in the stomach twice, When PT was being sat down, he headbutt the PEA.",,ED,De-escalation techniques; Treatment Provided,PATIENT EXPERIENCE AIDE,Patient,Physical Violence,ED/ER,Clinical Unit,Severe,3.0,
12/7/2024,Other,Emergency Department,Mental Health Worker,,Abuse/Assault (Physical),Patient - Lack of Compliance/Adherence; Under Influence of Substance(s),Severe,Spitting,"I was doing an intake in the sally port of the ESA and the patient was being uncooperative throughout the security check process. I attempted to bring the patient to the bathroom to change into different pants and she began taking hers off in the middle of the room with several other staff in there, leaving her naked from the waist down. I tried to hand her the pants I was holding so that she could get covered up, at which point she turned and looked at me and spit directly into my left eye.?",,ED,Law Enforcement involved/notified; Seclusion of Patient; Treatment Provided,Mental Health Worker,Mental Health,Physical Violence,ED/ER,Clinical Unit,Severe,3.0,
12/6/2024,Other,Grounds & Common Areas,ENVIRONMENTAL SERVICE TECH II,,Abuse/Assault (Physical),Interference by Other,Severe,  ,"I took my break at 9:00am on level 2 in the parking garage, And a man  who is a patient that gets seen here in NL hospital walked up to me and harassed me for walking to my smoking spot on break. He had called me a few names and harassed me that i was a worker here and told me i was going to lose my job for smoking as if I was a issue to his own health and had sprayed me in the face with some type of liquid.?
whatever the substance was didn't feel or smell decent. I was stuck in the ED due to swelling and irritation. But it has impacted my work ethic and have to go home to blurred vison.?",,ED,Reported to department leader,ENVIRONMENTAL SERVICE TECH II,Mental Health,Physical Violence,Common Areas,Administrative/Shared,Severe,3.0,
12/10/2024,ED,Patient Unit - Medical/Surgical,CERTIFIED NURSING ASSIST II,,Abuse/Assault (Physical),Altered Mental Status,Severe,  ,"I walked into pt room to perform bed bath. 2 RN and 1 husson partnership student were present in room trying to assist pt back to bed from chair. Pt was combative and was trying to bite, hit, and grab onto staff while standing on her walker. We were able to get her back to bed when, the primary RN told me she was going to get risperidone to help her. Myself and a Husson nursing student tried to keep her in bed until the RN returned. A physical restraint was initiated. The pt kicked me in the head, scratched my arms with her nails, making it bleed, and tried to bite me. I called a strong line for security to come in. Once staff intervened, I stepped out to attend to my wound.",,ED,De-escalation techniques; Emergency Call/Code; Physical Restraints utilized; Reported to department leader; Safety Alert Button Activated,CERTIFIED NURSING ASSIST II,Nursing Assistant,Physical Violence,ED/ER,Clinical Unit,Severe,3.0,
